id,street,status,previous_jobs_count,amount_due,lat,lng
8547,536 Blake Cir,in_progress,2,3560,33.36167477,-112.2640926
8548,132 3rd Vis,collected,1,3560,33.50976485,-112.3305024
8549,246 Wall St,collected,3,3561,33.43507974,-112.1884697
8550,614 1st Vis,in_progress,3,3561,33.3981205,-112.3505997
8551,24 Wall Blvd,in_progress,2,3561,33.55405092,-111.8925982
8552,678 Sutter Rd,active,3,3561,33.57532995,-112.2795849
8553,200 California Pl,collected,3,3561,33.42487286,-112.0488089
8554,571 Walnut Way,collected,3,3562,33.39015737,-111.9260286
8555,298 Walnut Way,active,2,3562,33.49665968,-111.9652095
8556,669 9th Vis,active,2,3563,33.56020089,-111.9104787
8557,793 6th Pl,in_progress,1,3563,33.41862668,-112.2281377
8558,132 Geary Way,collected,1,3564,33.40160633,-112.3578012
8559,538 Franklin Trl,active,3,3564,33.37165063,-111.9196263
8560,307 4th Cir,in_progress,2,3565,33.47965598,-112.0920007
8561,124 Blake Rd,collected,2,3565,33.36222315,-112.0031905
8562,753 9th Wl,collected,1,3565,33.43930792,-111.9657876
8563,95 Bush Pl,active,2,3566,33.50451888,-112.3585537
8564,200 California Rd,in_progress,2,3566,33.48914435,-111.9079879
8565,199 4th Rd,collected,3,3566,33.47189859,-112.2717871
8566,16 Bush Cir,collected,1,3567,33.39192024,-111.9309427
8567,581 California Trl,active,3,3567,33.37602033,-112.2706225
8568,110 Euclid St,active,2,3568,33.45034413,-112.0521936
8569,742 2nd Rd,active,3,3568,33.53155715,-112.2242858
8570,459 8th Trl,active,3,3568,33.45343022,-112.1900844
8571,455 California Trl,active,1,3568,33.45521225,-112.2550516
8572,262 4th Vis,collected,1,3569,33.51315991,-112.3351507
8573,619 Sutter Blvd,in_progress,1,3569,33.51447121,-112.3469995
8574,748 Mission Blvd,active,3,3570,33.57782589,-112.3108766
8575,595 8th Blvd,in_progress,1,3570,33.40362318,-112.0544754
8576,679 Wall Blvd,collected,2,3570,33.45728487,-111.9087242
8577,42 Page Cir,active,2,3570,33.45599614,-112.1689268
8578,592 5th St,collected,1,3570,33.56111769,-112.0109714
8579,492 5th Wl,collected,2,3570,33.51619774,-112.231472
8580,574 8th St,collected,2,3570,33.38657974,-112.3569587
8581,26 Franklin Rd,active,2,3570,33.36348524,-112.206727
8582,749 Wall Blvd,collected,1,3571,33.5317513,-111.9908517
8583,378 4th St,collected,1,3571,33.53096264,-111.9581733
8584,497 3rd Cir,collected,2,3571,33.52491145,-112.2617173
8585,637 Geary Vis,in_progress,1,3571,33.38280267,-111.8819484
8586,559 Euclid St,active,2,3572,33.45637951,-112.0940712
8587,753 Sutter Wl,collected,1,3572,33.47130196,-112.3150265
8588,161 Euclid Pl,in_progress,1,3572,33.44508191,-112.1954914
8589,446 1st St,active,1,3572,33.47672033,-112.1187794
8590,549 California Ave,active,1,3572,33.45835806,-112.1030425
8591,180 Post Vis,active,1,3572,33.44779418,-112.2863539
8592,20 Sutter Way,in_progress,2,3573,33.44207664,-112.1205155
8593,680 6th Trl,in_progress,3,3573,33.45221574,-112.0191549
8594,572 Bush St,active,1,3574,33.55365987,-112.0348467
8595,489 5th Ave,active,3,3574,33.56945679,-111.9256041
8596,474 Sutter Wl,in_progress,3,3574,33.47856974,-112.017887
8597,91 Bush St,collected,3,3575,33.54854647,-111.913424
8598,204 Post Pl,collected,2,3576,33.4674852,-112.0938147
8599,163 7th St,active,3,3576,33.36744795,-112.2591517
8600,793 5th Dv,in_progress,1,3576,33.39628641,-112.1362366
8601,266 9th Wl,in_progress,2,3577,33.50616587,-112.1452747
8602,668 Mission Trl,active,3,3577,33.54864061,-112.1322143
8603,584 Turk Pl,active,3,3577,33.56535303,-112.2750138
8604,150 3rd Blvd,in_progress,1,3578,33.49398341,-112.0126619
8605,561 Page Vis,active,2,3578,33.4504219,-112.2637814
8606,13 3rd Blvd,active,2,3579,33.40487403,-112.0125116
8607,770 Euclid Wl,collected,3,3579,33.50083708,-112.1183737
8608,487 8th Dv,in_progress,2,3579,33.47611621,-112.1945582
8609,617 Texas Wl,in_progress,1,3580,33.43916718,-112.168808
8610,170 Franklin Dv,collected,2,3580,33.41923157,-111.9797426
8611,463 Turk Dv,collected,3,3580,33.43231939,-112.2823862
8612,317 Geary Wl,active,3,3580,33.39374562,-111.9957817
8613,287 9th Rd,in_progress,1,3581,33.5014569,-112.0521399
8614,518 1st St,in_progress,3,3581,33.53429223,-111.9803033
8615,656 Walnut Rd,active,1,3581,33.55145236,-111.9896458
8616,347 2nd Cir,collected,1,3581,33.57043678,-112.3319692
8617,661 Bush Wl,collected,1,3581,33.38551768,-112.1947765
8618,530 2nd Pl,collected,3,3583,33.36403132,-112.0867528
8619,567 Wall Wl,active,3,3583,33.46374091,-112.3070567
8620,559 Blake Dv,active,2,3583,33.39089469,-111.9353548
8621,472 5th St,in_progress,3,3583,33.53616687,-111.9542883
8622,105 Texas Wl,in_progress,1,3584,33.49770055,-111.9545092
8623,85 Mission Dv,active,2,3584,33.47557041,-112.1019019
8624,444 4th Wl,active,2,3585,33.56729319,-111.9848357
8625,363 Mission Dv,collected,2,3585,33.51048782,-111.9370323
8626,643 3rd Way,active,2,3586,33.50645933,-112.1444354
8627,302 Sutter Blvd,in_progress,1,3586,33.53383883,-112.0703861
8628,23 Mission Blvd,active,1,3586,33.42601566,-111.9365577
8629,438 3rd Ave,in_progress,2,3586,33.4704441,-111.9547298
8630,18 9th Trl,collected,3,3586,33.56451166,-111.9768003
8631,525 Walnut St,active,3,3587,33.40917287,-112.046464
8632,317 Blake Cir,collected,3,3587,33.39035055,-112.0684568
8633,590 3rd Wl,in_progress,1,3588,33.44914597,-112.140088
8634,60 Walnut Way,collected,2,3589,33.55572942,-112.182292
8635,534 California Pl,active,3,3589,33.47316672,-112.297166
8636,535 6th Ave,in_progress,2,3590,33.49618469,-112.2421929
8637,790 Franklin Rd,active,1,3590,33.5128849,-112.2276908
8638,44 4th St,collected,2,3590,33.3621729,-112.3120691
8639,504 3rd Blvd,in_progress,3,3590,33.43017999,-112.3320541
8640,440 Texas Blvd,active,1,3590,33.41139126,-111.9784157
8641,337 Blake Cir,collected,2,3591,33.47204474,-112.0931269
8642,628 California Pl,active,2,3592,33.51804406,-112.3148154
8643,506 Bush Pl,in_progress,3,3592,33.45548725,-112.0135748
8644,668 3rd St,collected,3,3592,33.37161878,-111.9599574
8645,754 Franklin Way,active,2,3592,33.44563405,-112.1458409
8646,171 Wall Cir,in_progress,2,3593,33.49911915,-112.1227228
8647,289 California Ave,active,2,3593,33.54249068,-112.2402472
8648,474 Franklin Rd,collected,3,3593,33.58905511,-111.9131941
8649,277 5th Rd,collected,1,3594,33.58418123,-111.9388431
8650,761 7th Blvd,collected,1,3594,33.42825183,-111.8824754
8651,581 Blake Wl,collected,1,3595,33.4231988,-112.3094113
8652,398 1st Cir,in_progress,2,3596,33.43390662,-112.0153604
8653,267 Post Pl,active,2,3596,33.52303978,-112.0026392
8654,15 Euclid Cir,active,2,3596,33.38134387,-112.2288832
8655,436 Pine Ave,in_progress,3,3597,33.55199904,-112.1236273
8656,196 Wall Dv,active,3,3597,33.41946251,-112.3454634
8657,56 6th Ave,collected,1,3597,33.55908438,-112.1141111
8658,544 Sutter Blvd,collected,1,3598,33.5899973,-111.9414534
8659,614 5th Dv,collected,1,3598,33.59001298,-112.2937743
8660,552 Indiana Trl,active,1,3599,33.38765234,-111.921781
8661,185 9th Dv,active,3,3599,33.59252957,-112.014457
8662,369 2nd Pl,collected,2,3599,33.5829573,-112.2642446
8663,680 2nd Wl,active,1,3600,33.52758624,-112.3289796
8664,20 Bush Pl,active,2,3600,33.55376678,-111.9576412
8665,748 California Way,collected,2,3601,33.45510999,-112.22457
8666,257 Walnut Dv,active,2,3602,33.41375842,-112.2139053
8667,602 Wall Vis,collected,1,3602,33.39444839,-112.1884971
8668,663 Franklin Dv,collected,3,3603,33.59041646,-112.092828
8669,400 Euclid Wl,active,3,3603,33.5209816,-112.3301673
8670,451 4th Cir,active,2,3603,33.42771605,-112.2833487
8671,435 Texas Vis,active,2,3603,33.58812795,-112.1628371
8672,423 4th Rd,collected,3,3604,33.36789384,-111.923922
8673,264 2nd Rd,collected,2,3604,33.56933591,-112.2218744
8674,337 California Way,collected,1,3604,33.40950979,-111.8955354
8675,166 3rd Cir,active,2,3604,33.361903,-112.0642177
8676,432 3rd Wl,collected,3,3605,33.44113096,-112.3304089
8677,753 Franklin St,active,1,3605,33.56020523,-111.9855736
8678,671 Sutter Way,collected,2,3605,33.48012472,-112.2261267
8679,70 8th Cir,active,2,3605,33.5651989,-112.1913013
8680,20 2nd Trl,in_progress,3,3605,33.57589326,-112.1607609
8681,97 4th Trl,collected,3,3606,33.38696087,-112.0698055
8682,744 4th Pl,active,2,3606,33.58854768,-111.9517985
8683,484 Sutter Wl,in_progress,2,3606,33.45795714,-112.1021532
8684,235 9th Trl,in_progress,1,3607,33.40926095,-111.9326033
8685,298 8th Trl,collected,3,3607,33.45506472,-112.3616522
8686,641 5th Dv,collected,3,3607,33.5499202,-112.3421949
8687,75 Mission Way,active,3,3607,33.57227769,-112.0541724
8688,94 3rd Dv,active,2,3607,33.42117184,-112.1318794
8689,428 1st Trl,active,3,3608,33.54947475,-112.1144581
8690,292 Wall Rd,active,3,3608,33.38609134,-112.0785699
8691,557 4th Trl,in_progress,3,3609,33.37171179,-112.1898779
8692,557 6th St,active,3,3609,33.44337117,-112.2256697
8693,792 Blake St,active,1,3609,33.43010189,-112.0323592
8694,533 California Rd,active,2,3609,33.56033142,-112.3064029
8695,164 1st Vis,collected,2,3609,33.3716533,-111.911166
8696,280 Euclid Pl,collected,3,3610,33.58831717,-111.8949305
8697,319 6th Blvd,collected,1,3611,33.49685326,-112.3160717
8698,511 Wall Rd,active,1,3612,33.40331218,-112.1960885
8699,82 Post Way,collected,1,3613,33.50081682,-112.0748742
8700,254 1st Pl,in_progress,1,3614,33.38191753,-111.9122592
8701,597 Sutter Pl,collected,2,3614,33.55272657,-112.0052355
8702,63 California Trl,collected,2,3614,33.42872343,-112.0701894
8703,428 Page St,in_progress,3,3614,33.55403884,-112.026081
8704,27 Post Rd,collected,2,3614,33.51355971,-112.2624941
8705,668 Texas Way,collected,3,3614,33.47182396,-112.3534887
8706,249 3rd Blvd,in_progress,1,3615,33.41466425,-112.2609231
8707,19 Blake Cir,active,2,3615,33.55714756,-112.2217211
8708,553 Texas Rd,active,2,3616,33.45720029,-112.3209335
8709,49 3rd Blvd,active,2,3616,33.51476093,-111.9550061
8710,44 Franklin Dv,collected,2,3616,33.56814228,-111.9119866
8711,656 Pine Wl,active,3,3616,33.46635503,-112.3471469
8712,515 3rd Wl,in_progress,1,3616,33.37019322,-112.0611932
8713,259 Sutter Blvd,active,3,3617,33.42391389,-112.2876014
8714,486 Geary Rd,in_progress,2,3617,33.52122111,-112.277585
8715,269 Franklin St,collected,3,3617,33.56624915,-111.8944265
8716,798 Indiana St,in_progress,1,3617,33.42354149,-112.28617
8717,136 Bush Pl,active,3,3617,33.42962596,-112.2275907
8718,407 Texas Way,active,2,3617,33.39118251,-112.1169228
8719,354 Sutter Ave,in_progress,2,3617,33.40265701,-111.8877781
8720,482 Page Rd,active,2,3617,33.43950707,-112.2298687
8721,131 8th Ave,in_progress,2,3617,33.37596498,-112.1182805
8722,316 Pine Trl,collected,2,3618,33.55024324,-111.9264018
8723,50 Bush Way,active,2,3618,33.37637507,-112.059966
8724,386 Wall Way,active,1,3618,33.39254011,-111.8917982
8725,392 1st Blvd,collected,3,3618,33.59311234,-111.9844641
8726,377 Geary Trl,active,3,3618,33.48954343,-112.229932
8727,236 Geary Dv,collected,3,3618,33.58982088,-112.1601293
8728,122 5th Dv,active,1,3618,33.41527145,-112.3415862
8729,325 California Wl,collected,2,3619,33.40950696,-112.0658499
8730,196 Sutter Way,active,2,3619,33.58395238,-112.1637335
8731,76 Page Wl,collected,3,3619,33.46292948,-112.0175687
8732,141 5th Vis,in_progress,1,3620,33.58732455,-112.1493475
8733,334 1st Pl,active,3,3620,33.54129161,-112.2410249
8734,99 Texas Wl,collected,2,3620,33.37328038,-111.9566598
8735,717 Page Blvd,in_progress,3,3620,33.46266403,-112.1091044
8736,109 Wall Trl,collected,2,3620,33.52766554,-112.0201778
8737,298 7th Blvd,active,3,3620,33.51418673,-112.2067085
8738,18 2nd Vis,collected,1,3620,33.52541965,-112.2323658
8739,125 Euclid Pl,collected,3,3620,33.56062314,-111.9371645
8740,96 Franklin Way,active,3,3621,33.57749409,-111.9017858
8741,255 2nd Rd,in_progress,1,3621,33.4997695,-112.1493457
8742,531 Blake Way,active,2,3621,33.44998267,-112.1756177
8743,331 Euclid Rd,collected,2,3622,33.45023409,-112.0788751
8744,224 4th Wl,in_progress,1,3622,33.44420353,-111.8739508
8745,303 Post Wl,in_progress,2,3622,33.3864298,-112.2647968
8746,573 7th Way,active,2,3622,33.50123083,-112.0790876
8747,331 Geary Dv,active,1,3622,33.36969788,-111.9776164
8748,114 5th Cir,active,1,3622,33.58960923,-112.2679809
8749,561 Texas Blvd,active,1,3623,33.37265867,-112.2530083
8750,106 Geary St,collected,1,3623,33.48174365,-111.9647954
8751,71 Sutter Wl,active,3,3623,33.48131268,-112.3333408
8752,796 7th Ave,collected,3,3623,33.44008822,-112.1951924
8753,384 7th Wl,active,3,3624,33.56172103,-111.9777863
8754,264 4th Ave,collected,2,3624,33.51805492,-111.9166636
8755,437 Bush Dv,active,2,3625,33.3990909,-112.1953314
8756,268 Indiana Way,collected,1,3625,33.47521311,-112.3442587
8757,84 Indiana Vis,in_progress,3,3626,33.58772713,-112.2239663
8758,646 Geary Ave,active,3,3626,33.49226816,-111.9345388
8759,645 4th St,in_progress,2,3627,33.45695679,-112.1061346
8760,525 7th Way,collected,2,3628,33.48542165,-111.9591764
8761,483 Pine Dv,active,1,3628,33.53059441,-111.9607296
8762,678 Pine Blvd,active,2,3628,33.59071522,-111.8925889
8763,489 Texas Vis,collected,2,3628,33.5735904,-112.1999384
8764,609 Blake Dv,in_progress,2,3628,33.51549916,-112.1060665
8765,17 Turk Pl,collected,2,3629,33.57216842,-111.9820767
8766,118 Geary Cir,active,1,3629,33.51416889,-112.09284
8767,479 3rd Ave,collected,2,3629,33.36152982,-111.9507509
8768,796 Blake Blvd,active,1,3630,33.46662744,-112.1596631
8769,601 Franklin Trl,in_progress,1,3630,33.36656284,-112.1878974
8770,461 8th Wl,in_progress,3,3631,33.501804,-112.0985913
8771,240 Mission Vis,active,1,3631,33.43236294,-112.1527395
8772,175 8th Pl,in_progress,3,3632,33.54767696,-111.9984123
8773,118 Euclid Cir,collected,2,3632,33.58780507,-112.1471816
8774,514 1st Wl,in_progress,2,3633,33.36147641,-111.9345983
8775,104 Turk Way,collected,2,3633,33.45403477,-112.1261568
8776,389 Texas Cir,collected,1,3633,33.45276654,-112.3399546
8777,238 8th Way,in_progress,2,3633,33.53116192,-112.0128695
8778,489 1st St,in_progress,1,3633,33.51135022,-112.1140705
8779,735 9th Cir,in_progress,3,3633,33.55969162,-112.0320933
8780,447 Bush Wl,active,2,3634,33.59132612,-111.9192528
8781,321 Pine Way,in_progress,2,3635,33.57273009,-112.1476723
8782,418 California Cir,active,3,3636,33.56662629,-112.3453257
8783,667 8th Wl,in_progress,2,3636,33.51626631,-112.1455184
8784,459 Post Blvd,collected,3,3636,33.37518794,-111.9874058
8785,215 California Blvd,active,1,3636,33.43061978,-111.9946549
8786,497 3rd Blvd,collected,2,3636,33.36591035,-112.3155036
8787,420 Post Dv,collected,2,3636,33.5007766,-111.9897679
8788,261 Blake Rd,active,1,3637,33.54638568,-111.9393551
8789,26 Pine Pl,active,2,3637,33.42945309,-112.1469682
8790,535 Pine Cir,collected,2,3637,33.58552242,-112.1882402
8791,503 2nd Trl,collected,1,3637,33.46350301,-112.1071305
8792,545 6th St,collected,2,3637,33.58407198,-112.2278555
8793,632 1st Way,collected,1,3638,33.45335845,-112.0160951
8794,117 Page Ave,in_progress,1,3638,33.44809902,-112.1743996
8795,646 Wall Way,collected,1,3638,33.45098272,-112.0714436
8796,633 Mission St,active,1,3639,33.47081559,-112.0210752
8797,218 Turk St,in_progress,3,3639,33.36397555,-112.1546233
8798,373 Indiana Rd,in_progress,2,3639,33.39674385,-112.1124915
8799,296 8th Way,collected,2,3640,33.59112947,-112.2165836
8800,793 Franklin Pl,collected,3,3640,33.38009834,-112.0513051
8801,506 Post Trl,in_progress,1,3641,33.40611043,-112.1347191
8802,578 2nd Cir,active,3,3641,33.52946257,-112.2149449
8803,650 Geary Dv,in_progress,1,3641,33.42675971,-111.9054237
8804,266 Sutter Trl,collected,1,3642,33.43062769,-111.919135
8805,744 Turk Pl,in_progress,2,3642,33.45339269,-112.2820342
8806,632 6th Blvd,in_progress,1,3642,33.4013352,-112.1744632
8807,304 2nd St,in_progress,3,3642,33.5559677,-111.893208
8808,686 Euclid Pl,collected,3,3642,33.50722933,-111.9373205
8809,654 9th Trl,in_progress,2,3642,33.37556098,-111.8897323
8810,157 6th Vis,active,3,3643,33.51417685,-112.0018553
8811,512 Indiana Trl,in_progress,1,3643,33.46006415,-112.105861
8812,719 5th Ave,collected,2,3643,33.53550932,-112.171094
8813,293 Indiana Trl,active,3,3644,33.52420692,-112.1841634
8814,26 Walnut Way,in_progress,1,3644,33.46839782,-112.313256
8815,582 Wall Blvd,in_progress,2,3644,33.41177128,-112.1588332
8816,501 3rd Cir,active,1,3644,33.40703603,-112.1046783
8817,497 8th Dv,active,2,3644,33.56096945,-112.3411692
8818,344 8th St,active,3,3644,33.52335585,-111.9799163
8819,308 Page Way,active,3,3644,33.46678418,-112.3373527
8820,678 2nd Way,in_progress,1,3644,33.45507324,-112.3219017
8821,379 Texas Dv,active,2,3645,33.39901682,-111.9303385
8822,329 Indiana Blvd,collected,2,3645,33.50036509,-112.2674348
8823,96 Euclid Ave,active,1,3645,33.50911503,-112.218476
8824,647 7th Wl,collected,1,3646,33.58728514,-112.0005814
8825,265 Page Ave,collected,3,3647,33.41048081,-112.3557264
8826,393 Indiana Vis,active,1,3647,33.37570353,-112.2135636
8827,310 Blake Vis,in_progress,2,3647,33.57057297,-112.0800377
8828,26 5th Blvd,active,1,3647,33.45516898,-112.1766057
8829,101 6th Trl,active,3,3648,33.41688293,-112.1032584
8830,714 5th Trl,active,3,3648,33.55630097,-112.1209202
8831,569 Franklin Cir,in_progress,3,3648,33.45832341,-112.1599943
8832,138 Pine Trl,in_progress,3,3648,33.53030162,-112.2799603
8833,800 Franklin Blvd,in_progress,3,3648,33.37767716,-111.8733105
8834,623 1st Cir,collected,3,3649,33.52604131,-112.2487806
8835,53 Geary Rd,in_progress,3,3649,33.52042566,-112.1595876
8836,79 Post St,in_progress,2,3650,33.59303321,-112.0147242
8837,480 Mission Rd,collected,3,3650,33.50994091,-112.1588676
8838,112 5th Blvd,collected,2,3650,33.51389491,-111.9337688
8839,457 Wall Way,active,3,3650,33.42170694,-111.9313788
8840,282 4th Trl,collected,1,3651,33.40263759,-112.2550208
8841,193 Wall Trl,active,2,3652,33.43823783,-112.0542996
8842,714 Page Wl,active,3,3652,33.5139463,-112.3566351
8843,144 Pine Cir,in_progress,1,3652,33.50113337,-112.0618546
8844,32 7th Way,in_progress,1,3652,33.48064463,-112.2661022
8845,139 Blake Blvd,collected,2,3652,33.52821004,-112.0400058
8846,251 Indiana Blvd,collected,3,3652,33.4932036,-112.160846
8847,499 8th Trl,active,1,3653,33.4801232,-111.9406834
8848,228 Mission Vis,collected,1,3653,33.58819153,-111.9034029
8849,463 Pine Way,collected,2,3653,33.53993652,-112.0520637
8850,623 5th Rd,active,2,3653,33.51357403,-112.1566314
8851,757 Page St,collected,3,3654,33.55995087,-112.3019373
8852,159 Blake Wl,collected,3,3654,33.44390257,-112.0317654
8853,152 Walnut Blvd,in_progress,1,3654,33.47912819,-112.0107545
8854,499 Bush Dv,in_progress,1,3654,33.49221177,-112.0717235
8855,36 Euclid Trl,collected,3,3654,33.36914348,-112.0024829
8856,431 California Trl,in_progress,1,3654,33.3636448,-112.0213254
8857,436 Texas Trl,in_progress,3,3654,33.53296006,-112.1805863
8858,367 Wall Dv,collected,2,3655,33.5099405,-111.9937278
8859,236 Mission Cir,in_progress,2,3655,33.37052252,-112.3175187
8860,293 Franklin Wl,in_progress,3,3655,33.36660726,-111.989681
8861,754 Euclid Trl,in_progress,2,3655,33.54209382,-111.9745627
8862,211 6th Blvd,in_progress,1,3655,33.52838586,-112.2900757
8863,409 California Vis,active,3,3655,33.48498626,-112.2555521
8864,716 3rd Ave,in_progress,2,3656,33.46573763,-112.0347798
8865,265 Mission Vis,collected,3,3656,33.51167956,-111.9512799
8866,245 Franklin St,active,1,3657,33.37929394,-112.2929698
8867,371 Texas Cir,in_progress,1,3657,33.44772249,-112.0256105
8868,141 Walnut Cir,collected,3,3657,33.48980648,-112.2327884
8869,31 Texas St,in_progress,2,3657,33.48915748,-112.16245
8870,596 California Way,in_progress,1,3657,33.49901099,-112.2202437
8871,633 Post Rd,active,2,3658,33.54446886,-112.3194426
8872,45 California Dv,active,1,3658,33.42243373,-112.1958919
8873,279 Page Pl,in_progress,2,3658,33.56530656,-112.3283434
8874,670 3rd Dv,active,2,3658,33.41356672,-111.9720899
8875,446 Sutter Trl,active,1,3658,33.43127455,-112.1957665
8876,331 Blake Dv,collected,2,3658,33.3672449,-111.9204824
8877,741 1st St,active,2,3659,33.58253864,-112.3599844
8878,568 Indiana Way,active,1,3659,33.39055039,-112.1470755
8879,377 4th Trl,active,1,3659,33.58569564,-112.138852
8880,322 Walnut Blvd,active,3,3659,33.58355128,-112.3464356
8881,41 Indiana Vis,in_progress,3,3659,33.45297729,-111.9046562
8882,632 Wall Way,in_progress,1,3659,33.38848379,-112.3571753
8883,456 8th Cir,in_progress,1,3660,33.40249724,-111.8887812
8884,650 2nd Pl,collected,1,3661,33.54640129,-112.0784744
8885,76 Texas Blvd,in_progress,3,3661,33.59036565,-112.1333346
8886,112 5th Wl,active,2,3661,33.4358142,-111.9297284
8887,615 3rd St,in_progress,2,3662,33.55861072,-112.0507946
8888,785 Wall Dv,active,3,3662,33.46133432,-111.9218706
8889,626 Indiana Pl,active,3,3662,33.52487517,-112.3141421
8890,144 Euclid Rd,in_progress,2,3662,33.59368473,-112.122576
8891,641 Turk Ave,in_progress,3,3663,33.53383618,-112.2087948
8892,43 2nd Ave,in_progress,1,3663,33.47215627,-112.1083552
8893,781 2nd Blvd,active,3,3664,33.40103745,-111.9908131
8894,702 Franklin Pl,collected,2,3664,33.5023826,-112.1659517
8895,617 Mission St,active,1,3664,33.57204264,-112.100921
8896,430 Euclid Wl,in_progress,3,3664,33.58389499,-112.318446
8897,350 2nd Pl,collected,1,3665,33.40471817,-112.220357
8898,590 Pine Trl,in_progress,2,3666,33.50907568,-111.9057975
8899,551 Blake Vis,active,2,3666,33.49502323,-112.3264588
8900,82 Indiana Blvd,collected,2,3666,33.36791684,-111.9683075
8901,692 Euclid Wl,in_progress,1,3666,33.44499861,-112.0287743
8902,548 Texas Pl,collected,2,3666,33.43204189,-112.2767013
8903,11 9th Rd,active,3,3666,33.54499353,-111.9796404
8904,80 6th Pl,active,2,3667,33.39974212,-112.0046301
8905,194 Sutter Dv,in_progress,1,3667,33.51845525,-112.0620734
8906,457 Sutter St,in_progress,3,3667,33.57518258,-112.1068127
8907,141 Bush Dv,active,1,3668,33.57948286,-112.3206011
8908,644 Turk Vis,in_progress,1,3668,33.40184339,-112.3109013
8909,136 Turk Pl,in_progress,2,3668,33.54131017,-112.0331641
8910,436 4th Rd,collected,1,3668,33.37332374,-112.3383647
8911,360 7th Vis,collected,1,3669,33.5587659,-112.1020284
8912,442 Turk Cir,active,2,3669,33.48306642,-111.9542836
8913,206 7th St,collected,3,3669,33.53152337,-111.9600684
8914,410 Texas Cir,collected,2,3669,33.59346839,-111.9150701
8915,328 8th Ave,collected,3,3669,33.53757829,-111.883824
8916,306 Franklin Rd,collected,3,3669,33.45657504,-112.1927674
8917,545 Blake Vis,in_progress,3,3669,33.57391852,-112.2037583
8918,527 Post Trl,in_progress,3,3670,33.57803678,-111.9942402
8919,746 Walnut Vis,active,1,3671,33.50380035,-111.9740391
8920,53 Walnut Wl,in_progress,3,3671,33.38713432,-111.8899538
8921,708 7th Way,active,3,3671,33.47257874,-112.3465325
8922,325 Pine Pl,collected,1,3671,33.43463186,-112.0289278
8923,506 Bush Pl,collected,1,3672,33.41289201,-112.2368784
8924,307 Geary Blvd,active,2,3672,33.47927521,-111.9826279
8925,406 Post Rd,active,2,3672,33.36752799,-112.1386943
8926,277 8th Way,collected,1,3673,33.51261197,-112.1591169
8927,711 Indiana Dv,collected,1,3673,33.58049405,-112.2765012
8928,157 Wall Pl,in_progress,1,3673,33.52177561,-112.1852093
8929,157 Franklin Rd,in_progress,1,3673,33.53602942,-111.9792492
8930,324 Sutter Trl,active,3,3674,33.41531085,-112.2847452
8931,84 Turk Blvd,active,2,3674,33.41409092,-112.352173
8932,718 Euclid Wl,in_progress,3,3674,33.54109847,-112.1040348
8933,428 Franklin Rd,in_progress,2,3674,33.47720805,-112.0760842
8934,112 3rd Trl,active,3,3674,33.44211887,-112.1426022
8935,615 5th Blvd,collected,2,3674,33.4677445,-112.3113088
8936,181 2nd Wl,in_progress,3,3675,33.43889586,-112.1673326
8937,715 Indiana Blvd,active,1,3676,33.46859008,-112.3597551
8938,195 Mission Cir,active,3,3676,33.36519667,-112.0678219
8939,674 California Dv,active,1,3676,33.4123089,-112.0579392
8940,221 Mission Trl,in_progress,2,3677,33.46407696,-111.9399166
8941,552 5th Blvd,collected,1,3677,33.52865824,-112.1598637
8942,697 Wall Way,in_progress,3,3677,33.54527204,-112.1614722
8943,153 Indiana Rd,active,1,3678,33.51645707,-112.0136447
8944,240 1st Rd,collected,1,3678,33.42445801,-112.1747068
8945,776 Post Trl,collected,1,3679,33.41633075,-111.9812134
8946,41 Walnut Vis,collected,1,3679,33.38325394,-112.2143081
8947,175 Bush Way,active,1,3679,33.52751916,-112.0980976
8948,85 Euclid Pl,collected,2,3680,33.41664347,-112.2395463
8949,245 Walnut Rd,collected,1,3680,33.37170625,-112.0333011
8950,756 4th Ave,collected,1,3680,33.56206072,-112.0610172
8951,727 8th Trl,active,1,3682,33.59120539,-112.3029703
8952,100 Texas Dv,active,1,3682,33.55613532,-112.2787952
8953,505 8th Way,collected,2,3682,33.43542819,-111.9933394
8954,578 Post Way,active,3,3683,33.36643817,-112.0720763
8955,42 Post Cir,in_progress,1,3683,33.46821951,-112.2854118
8956,800 Pine Pl,active,2,3683,33.39589639,-111.9746811
8957,173 Franklin St,collected,1,3684,33.51879915,-112.2332619
8958,56 Page Cir,active,1,3684,33.44754431,-111.8773838
8959,477 2nd Pl,collected,1,3684,33.46994802,-112.3034623
8960,700 Franklin Dv,active,3,3684,33.51138452,-112.1256592
8961,147 Turk St,active,3,3685,33.4471618,-112.1953687
8962,355 5th Wl,collected,2,3685,33.49046247,-112.0790619
8963,791 Page St,active,1,3685,33.47858701,-112.2497541
8964,279 2nd Cir,active,3,3686,33.5573985,-112.2825247
8965,403 3rd Wl,active,2,3686,33.5623027,-112.2039584
8966,139 Indiana Blvd,active,1,3687,33.37036224,-111.9491159
8967,647 6th Rd,active,3,3687,33.45518408,-112.1166294
8968,753 3rd Way,collected,3,3688,33.54307191,-112.1529458
8969,754 4th Blvd,collected,3,3688,33.40732988,-111.9197588
8970,68 Euclid Blvd,active,3,3688,33.5729933,-112.1303645
8971,557 8th Pl,active,2,3688,33.37215897,-112.0935216
8972,598 Page Cir,active,1,3688,33.56592008,-111.9392186
8973,501 Sutter Trl,collected,1,3689,33.49760278,-112.1011844
